,str_player_name,str_positions,dt_date_of_birth,int_best_overall_rating,age,new_column,new_column_plus
3908,Jean-Daniel Akpa Akpro,CM,1992-10-11,73,28,1,6
3909,Eugeni Valderrama Domènech,"CM, CAM, LM",1994-07-19,74,27,1,6
3910,Domagoj Antolić,CDM,1991-06-30,71,30,1,6
3911,Harold Fabián Preciado Villarreal,ST,1994-06-01,73,27,1,6
3912,Maxime Crépeau,GK,1994-05-11,71,27,1,6
3913,Hernán De la Fuente,RB,1997-01-07,72,24,1,6
3914,Khalid Eisa Mohamed Bilal Saeed,GK,1989-09-15,71,31,1,6
3915,Bart Schenkeveld,CB,1991-08-28,72,29,1,6
3916,Tanguy Nianzou Kouassi,"CB, CDM",2002-06-07,73,19,1,6
3917,David Leonardo Castro Cortés,"ST, RW, LW",1989-05-12,71,32,1,6
3918,Dominic Iorfa,"CB, RB",1995-06-24,73,26,1,6
3919,古橋 亨梧,"LM, ST, CF",1995-01-20,72,26,1,6
3920,Massimo Luongo,"CDM, CM",1992-09-25,71,28,1,6
3921,Júlio César Cáceres López,CB,1979-10-05,71,41,1,6
3922,Niko Gießelmann,"LB, LWB",1991-09-26,71,29,1,6
3923,Aatif Chahechouhe,"CAM, LM",1986-07-02,71,35,1,6
3924,Ilya Kutepov,CB,1993-07-29,73,28,1,6
3925,Juan Carlos Pérez López,"LB, LM, LWB",1990-03-30,71,31,1,6
3926,Franco Matías Di Santo,"ST, LW, CAM",1989-04-07,71,32,1,6
3927,Carlos Alberto Carvalho da Silva Júnior,"LW, ST",1995-08-15,72,26,1,6
3928,Yonathan Emanuel Cabral,CB,1992-05-10,73,29,1,6
3929,Ronald Alberto Matarrita Ulate,"LB, LM, LWB",1994-07-09,71,27,1,6
3930,Romario Sandu Benzar,RB,1992-03-26,71,29,1,6
3931,Marvin Zeegelaar,"LM, LB",1990-08-12,73,31,1,6
3932,Alex Pritchard,"CAM, LM",1993-05-03,72,28,1,6
3933,Romain Philippoteaux,"LM, LW",1988-03-02,71,33,1,6
3934,Nemanja Miletić,"RB, CB",1991-01-16,71,30,1,6
3935,Francisco Oliveira Geraldes,CAM,1995-04-18,73,26,1,6
3936,Antoine Joseph Emmanuel Bernède,"CM, CDM",1999-05-26,73,22,1,6
3937,Fabián Larry Estoyanoff Poggio,"RM, LW",1982-09-27,71,38,1,6
3938,Pape Alassane Gueye,"CDM, CM",1999-01-24,72,22,1,6
3939,Willard Katsande,"CDM, CM, CB",1986-01-15,71,35,1,6
3940,Daniel Pedro Calvo San Román,CB,1994-04-01,73,27,1,6
3941,Rômulo Roberto Calsede Caiado,ST,2000-02-29,71,21,1,6
3942,Jairo Samperio Bustara,"LM, RM",1993-07-11,71,28,1,6
3943,Karol Świderski,"ST, CF, CAM",1997-01-23,73,24,1,6
3944,David Lischka,CB,1997-08-15,73,24,1,6
3945,Diego Farías da Silva,ST,1990-05-10,75,31,1,6
3946,Greg Cunningham,LB,1991-01-31,71,30,1,6
3947,Joachim Van Damme,"CDM, CM",1991-07-23,71,30,1,6
3948,Brayan Josué Cortés Fernández,GK,1995-05-29,71,26,1,6
3949,Alexander Walke,GK,1983-06-06,71,38,1,6
3950,Christian Benteke Liolo,ST,1990-12-03,71,30,1,6
3951,Bart Ramselaar,"CAM, CM, LW",1996-06-29,74,25,1,6
3952,Jonathan Alexis Sandoval Rojas,RB,1987-06-25,71,34,1,6
3953,Driss Fettouhi,"CAM, RM",1989-09-30,71,31,1,6
3954,Eugenio Lamanna,GK,1989-08-07,71,32,1,6
3955,Kadeem Harris,"LW, LWB, RWB",1993-06-08,71,28,1,6
3956,Kasper Kusk Vangsgaard,RW,1991-11-10,71,29,1,6
3957,Federico Mattiello,"RM, LM, RB",1995-07-14,73,26,1,6
3958,Marcel Risse,"RM, RB",1989-12-17,71,31,1,6
3959,Famara Diedhiou,ST,1992-12-15,72,28,1,6
3960,Luis Claudinei Peixoto Álvares,"RW, RM",1996-02-29,71,25,1,6
3961,Olcay Şahan,"LM, RM",1987-05-26,71,34,1,6
3962,Jorge Luís Valdivia Toro,CAM,1983-10-19,71,37,1,6
3963,Mohamed Salim Fares,"LM, LB, LW",1996-02-15,72,25,1,6
3964,Michael Nicolás Santos Rosadilla,ST,1993-03-13,72,28,1,6
3965,Alexander Fransson,CM,1994-04-02,73,27,1,6
3966,Francisco José Sánchez Rodríguez,"RM, LM",1996-01-03,73,25,1,6
3967,Andreas Christopher Linde,GK,1993-07-24,71,28,1,6
3968,Ismael Tajouri-Shradi,"RW, RM",1994-03-28,71,27,1,6
3969,Slobodan Rajković,CB,1989-02-03,71,32,1,6
3970,Johan Larsson,RB,1990-05-05,71,31,1,6
3971,김승대 金承大,"ST, CAM",1991-04-01,73,30,1,6
3972,Vladimir Javier Hernández Rivero,"LM, CAM, LW",1989-04-23,71,32,1,6
3973,Josh Cullen,"CM, CDM",1996-04-07,73,25,1,6
3974,José Antonio Morente Oliva,"LM, RM, CAM",1996-12-04,72,24,1,6
3975,Benoît Guy Jean Poulain,CB,1987-07-24,71,34,1,6
3976,김영권 金英权,CB,1990-02-27,71,31,1,6
3977,Japhet Tanganga,"CB, RB, LB",1999-03-31,73,22,1,6
3978,André Filipe Ferreira Coelho Pereira,"ST, RW, LW",1995-05-05,73,26,1,6
3979,Nicușor Silviu Bancu,LB,1992-09-18,71,28,1,6
3980,Iván René Franco Díaz,CF,2000-04-16,71,21,1,6
3981,Rob Schoofs,"CM, CDM, CAM",1994-03-23,73,27,1,6
3982,Marcel Sobottka,"CDM, CM",1994-04-25,72,27,1,6
3983,Joel Chukwuma Obi,CM,1991-05-22,73,30,1,6
3984,Jonathan Mensah,CB,1990-07-13,71,31,1,6
3985,Bruno Martella,"LB, LM",1992-08-14,71,29,1,6
3986,Fabio Depaoli,"RM, RB",1997-04-24,72,24,1,6
3987,Mattia Destro,ST,1991-03-20,71,30,1,6
3988,Marco Calderoni,LB,1989-02-18,71,32,1,6
3989,Matías Britos Cardoso,"ST, RW, CAM",1988-11-26,71,32,1,6
3990,Matías Germán Melluso,LB,1998-06-09,71,23,1,6
3991,Paul-Georges Ntep de Madiba,"LM, LW",1992-07-29,71,29,1,6
3992,Saúl García Cabrero,LB,1994-11-09,71,26,1,6
3993,Marcelo Javier Cabrera Rivero,"RM, RW, LM",1992-03-18,71,29,1,6
3994,Eulânio Ângelo Chipela Gomes,"RB, RM, LM",1994-05-17,71,27,1,6
3995,Petar Musa,ST,1998-03-04,73,23,1,6
3996,Dušan Kuciak,GK,1985-05-21,71,36,1,6
3997,Luciano Andrés Abecasis,RB,1990-06-04,71,31,1,6
3998,Felix Wiedwald,GK,1990-03-15,71,31,1,6
3999,김태환 金泰万,"RB, RW",1989-07-24,71,32,1,6
4000,Andreas Beyer Maxsø,CB,1994-03-18,73,27,1,6
4001,Maximiliano Samuel Romero,ST,1999-01-09,73,22,1,6
4002,佐々木 翔,CB,1989-10-02,71,31,1,6
4003,Juan José Nieto Zarzoso,RB,1994-10-03,71,26,1,6
4004,Michal Trávník,"CM, CAM",1994-05-17,73,27,1,6
4005,Ludovic Butelle,GK,1983-04-03,71,38,1,6
4006,Janusz Krzysztof Gol,CDM,1985-11-11,71,35,1,6
4007,Elvis Rexhbeçaj,CM,1997-11-01,73,23,1,6
4008,Anthony Weber,CB,1987-06-11,71,34,1,6
4009,Felipe Gedoz da Conceição,"RW, LW, LM",1993-07-12,71,28,1,6
4010,Otar Kiteishvili,"CAM, CM",1996-03-26,73,25,1,6
4011,Marcel Schuhen,GK,1993-01-13,71,28,1,6
4012,Júnior Nazareno Sornoza Moreira,CAM,1994-01-28,73,27,1,6
4013,Cristian David Lucchetti,GK,1978-06-26,71,43,1,6
4014,Vanderlei Tiago Cõembra Laforte,"RB, LB",2000-02-29,71,21,1,6
4015,Juan Manuel García,ST,1992-11-14,72,28,1,6
4016,Jorge Antonio Flores Villafaña,LB,1989-09-16,71,31,1,6
4017,Edigar Junio Teixeira Lima,ST,1991-05-06,72,30,1,6
4018,Nikolay Rasskazov,"RB, LB",1998-01-04,71,23,1,6
4019,킴진수 金珍洙,"LB, LM",1992-06-13,71,29,1,6
4020,Alberto Cerri,ST,1996-04-16,73,25,1,6
4021,Luis Fernando Fuentes Vargas,"LB, CB",1986-09-14,71,34,1,6
4022,Diego Fabián Polenta Musetti,"CB, LB",1992-02-06,72,29,1,6
4023,Yassin Ayoub,"CM, LM, CDM",1994-03-06,74,27,1,6
4024,Carlos Alberto Cáceda Oyaguez,GK,1991-09-27,71,29,1,6
4025,Mert Müldür,"RB, CB",1999-04-03,71,22,1,6
4026,Pablo Ínsua Blanco,CB,1993-09-09,73,27,1,6
4027,Álejandro Gallar Falguero,"RM, LM",1992-03-19,71,29,1,6
4028,Olivier Maxime Boscagli,"CB, LB",1997-11-18,73,23,1,6
4029,江坂 任,"CAM, CF, ST",1992-05-31,71,29,1,6
4030,Fredrik André Bjørkan,LB,1998-08-21,71,23,1,6
4031,Yoane Wissa,"LM, ST",1996-09-03,72,24,1,6
4032,Adrian Grbić,ST,1996-08-04,73,25,1,6
4033,Xavier Torres Buigues,"CDM, CM",1986-11-21,71,34,1,6
4034,Osvaldo David Martínez Arce,"CAM, CM",1986-04-08,72,35,1,6
4035,Ahmed Sayed,"RW, CAM",1996-01-10,73,25,1,6
4036,Ludovic Baal,LB,1986-05-24,71,35,1,6
4037,Marcelo Cirino da Silva,"RW, ST, CAM",1992-01-22,72,29,1,6
4038,Alberto Guitián Ceballos,CB,1990-07-29,71,31,1,6
4039,Cyrus Christie,"RB, RWB",1992-09-30,71,28,1,6
4040,Robert Žulj,"CAM, CM, ST",1992-02-05,71,29,1,6
4041,Macario André Louro Padilha,"LM, CM",2000-02-29,71,21,1,6
4042,Marlon Rodrigues Xavier,"LB, LWB",1997-05-20,72,24,1,6
4043,Mark-Anthony Kaye,"CM, CDM",1994-12-02,73,26,1,6
4044,Mathieu Coutadeur,"CDM, CM",1986-03-20,71,35,1,6
4045,Brown Ideye Aide,ST,1988-10-10,71,32,1,6
4046,Christian Clemens,"RM, LM",1991-08-04,71,30,1,6
4047,Tudor Cristian Băluţă,"CDM, CM",1999-03-27,72,22,1,6
4048,Luca Rossettini,CB,1985-05-09,71,36,1,6
4049,Gaëtan Belaud,RB,1986-09-16,71,34,1,6
4050,Miguel Ángel Barbieri,CB,1993-08-24,73,27,1,6
4051,Chukwunonso Tristan Madueke,"RM, ST",2002-03-10,73,19,1,6
4052,Nemanja Nikolić,ST,1987-12-31,71,33,1,6
4053,Leandro Luis Desábato,"CDM, CM",1990-03-30,71,31,1,6
4054,Stipe Perica,ST,1995-07-07,73,26,1,6
4055,Ricardo Lopes Pereira,"LW, RW, LM",1990-10-28,71,30,1,6
4056,Gil Bastião Dias,"LM, RM, RW",1996-09-28,73,24,1,6
4057,Pierre-Yves Hamel,ST,1994-02-03,73,27,1,6
4058,Per Karlsson,CB,1986-01-02,71,35,1,6
4059,Damir Kreilach,"CAM, ST",1989-04-16,73,32,1,6
4060,Luiz Fernando da Silva Monte,ST,1991-04-14,71,30,1,6
4061,Cristian Anderson Penilla Caicedo,"LM, RM",1991-05-02,71,30,1,6
4062,Jairo Ralph Resende dos Santos,"CAM, CM",2000-02-29,72,21,1,6
4063,Elias Cobbaut,"CB, LB",1997-11-21,73,23,1,6
4064,Philipp Kühn,GK,1992-09-02,71,28,1,6
4065,Diogo Filipe Monteiro Pinto Leite,CB,1999-01-23,73,22,1,6
4066,Taras Wiktorowicz Romanczuk,CDM,1991-11-14,71,29,1,6
4067,Raphael William Paneira Rochedo,"CAM, RM",2000-02-29,71,21,1,6
4068,Thamsanqa Innocent Mkhize,"RB, CB, CDM",1988-08-18,71,33,1,6
4069,Reinier Jesus Carvalho,"CF, CAM",2002-01-19,73,19,1,6
4070,Gabriel Cristian Iancu,"RW, ST",1994-04-15,71,27,1,6
4071,Luis Ricardo Reyes Moreno,"LB, CB",1991-04-03,71,30,1,6
4072,Vítor Tormena de Farias,"CB, RWB",1996-01-04,73,25,1,6
4073,Youness Mokhtar,LM,1991-08-29,71,29,1,6
4074,Brecht Dejaegere,"CM, RM, CDM",1991-05-29,71,30,1,6
4075,Ahmed Hassan Mahgoub,ST,1993-03-05,72,28,1,6
4076,Emrah Başsan,"RM, LW, CAM",1992-04-17,71,29,1,6
4077,Felipe Nicolás Avenatti Dovillabichus,"ST, CF, CAM",1993-04-26,72,28,1,6
4078,Adrián Guto Negrão Bastos,"CAM, RW",1996-02-29,71,25,1,6
4079,Gabriel Rafael Fuentes Gómez,LB,1997-02-09,71,24,1,6
4080,Gideon Mensah,"LB, LW",1998-07-18,71,23,1,6
4081,Jaïro Riedewald,"CB, LB",1996-09-09,73,24,1,6
4082,Bernardo David Medina,GK,1988-01-14,71,33,1,6
4083,Claudio Ariel Yacob,"CDM, CM",1987-07-18,71,34,1,6
4084,Prince-Désir Gnahoré Gouano,CB,1993-12-24,73,27,1,6
4085,Fabian Holland,LB,1990-07-11,71,31,1,6
4086,Georges Constant Mandjeck,"CDM, CB",1988-12-09,71,32,1,6
4087,Wesley Lautoa,"CDM, CB",1987-08-25,71,33,1,6
4088,Jorge Pietro Carvalho Porfírio,"CB, LB",1996-02-29,71,25,1,6
4089,Thiago Gastón Cardozo Brugman,GK,1996-07-31,71,25,1,6
4090,Jake Bidwell,"LWB, LB",1993-03-21,71,28,1,6
4091,Bashkim Kadrii,"ST, LM",1991-07-09,72,30,1,6
4092,Ethan Shea Horvath,GK,1995-06-09,71,26,1,6
4093,安西 幸輝,"RB, LB",1995-05-31,72,26,1,6
4094,Jan-Arie van der Heijden,CB,1988-03-03,72,33,1,6
4095,James McClean,"LW, LM, LB",1989-04-22,71,32,1,6
4096,Mimoun Mahi,"ST, LW, CAM",1994-03-13,74,27,1,6
4097,Kévin Lucien Zohi,"LM, ST",1996-12-19,72,24,1,6
4098,Ocimar de Almeida Júnior,CM,1989-03-10,73,32,1,6
4099,Alex Alessandro Freitas Conceição,"CDM, CM",2000-02-29,71,21,1,6
4100,Pontus Wernbloom,"CDM, CM, ST",1986-06-25,72,35,1,6
4101,Jesús Emiliano Trindade Flores,"LB, CM, CDM",1993-07-10,71,28,1,6
4102,Zarek Valentin,"RB, LB",1991-08-06,71,30,1,6
4103,Mahmoud Abdul Monem Abdelhamid Soliman,"LM, RM, ST",1994-04-13,71,27,1,6
4104,Denis Vavro,CB,1996-04-10,73,25,1,6
4105,Antonio Bareiro Álvarez,RM,1989-04-24,71,32,1,6
4106,Awer Bul Mabil,"RW, LW",1995-09-15,73,25,1,6
4107,Rafael Andrés Carrascal Avilez,"CM, CDM",1992-11-26,72,28,1,6
4108,Maximiliano Martín Olivera De Andrea,"LB, LM",1992-03-05,71,29,1,6
4109,Abdel Slem Billel Omrani,"ST, LW",1993-07-02,72,28,1,6
4110,Luca Caldirola,CB,1991-02-01,71,30,1,6
4111,Jan Gyamerah,"RB, CB",1995-06-18,71,26,1,6
4112,Carlos Sebastián Ferreira Vidal,"ST, CF",1998-02-13,73,23,1,6
4113,Omar González,CB,1988-10-11,71,32,1,6
4114,Andrés Felipe Andrade Torres,"LM, RM",1989-02-23,71,32,1,6
4115,Patrick Twumasi,"LM, ST, CAM",1994-05-09,71,27,1,6
4116,Mauro Rodolfo Pittón,"CM, CDM",1994-08-08,74,27,1,6
4117,Mevlüt Erdinç,ST,1987-02-25,71,34,1,6
4118,Byron David Castillo Segura,RB,1998-11-10,71,22,1,6
4119,지동원 池东沅,"CF, CAM, LM",1991-05-28,72,30,1,6
4120,Jakub Czerwiński,CB,1991-08-06,71,30,1,6
4121,Noah Arinzechukwu Okafor,"RM, LM, CAM",2000-05-24,72,21,1,6
4122,Kevin Long,CB,1990-08-18,71,31,1,6
4123,Samir Caetano de Souza Santos,"CB, LB",1994-12-05,73,26,1,6
4124,Pol Mikel Lirola Kosok,"RM, RB",1997-08-13,75,24,1,6
4125,Antonino Barillà,CM,1988-04-01,72,33,1,6
4126,Facundo Pellistri Rebollo,"RM, RW",2001-12-20,72,19,1,6
4127,Yassine Benzia,"CAM, CM",1994-09-08,73,26,1,6
4128,Samuel Piette,"CDM, CM",1994-11-12,72,26,1,6
4129,Hany Mukhtar,"CAM, CM",1995-03-21,74,26,1,6
4130,João Felipe Schmidt Urbano,"CM, CDM",1993-05-19,71,28,1,6
4131,Antony Domingo Silva Cano,GK,1984-02-27,71,37,1,6
4132,登里 享平,"LB, RB",1990-11-13,71,30,1,6
4133,Costel Fane Pantilimon,GK,1987-02-01,71,34,1,6
4134,Gianluca Lapadula,ST,1990-02-07,71,31,1,6
4135,Bart Nieuwkoop,RB,1996-03-07,71,25,1,6
4136,Gaëtan Bong Songo,"LB, LWB",1988-04-25,71,33,1,6
4137,Erick Germain Aguirre Tafolla,"LB, LM",1997-02-23,72,24,1,6
4138,Álvaro José Jiménez Guerrero,RM,1995-05-19,72,26,1,6
4139,Gabriel Neves Perdomo,"CM, CDM",1997-08-11,73,24,1,6
4140,Ognjen Vranješ,"CB, RB",1989-10-24,71,31,1,6
4141,Moritz Bauer,"RB, RWB",1992-01-25,71,29,1,6
4142,Simeon Tochukwu Nwankwo,ST,1992-05-07,71,29,1,6
4143,Antonaldo Luiz Vaz Stein,LB,2000-02-29,71,21,1,6
4144,Benito Nicolas Viola,"CM, CDM",1989-10-12,71,31,1,6
4145,Pedro Manuel Lobo Peixoto Mineiro Mendes,ST,1999-08-01,73,22,1,6
4146,Hatem Abd Elhamed,"RB, CB",1991-03-18,71,30,1,6
4147,Onur Kaya,"RM, LM, CAM",1986-04-20,71,35,1,6
4148,Fabricio Coloccini,CB,1982-01-22,71,39,1,6
4149,Hosam Aiesh,"RM, RW, CAM",1995-04-14,72,26,1,6
4150,Smail Prevljak,ST,1995-05-10,73,26,1,6
4151,Randy Nteka,"ST, CAM",1997-12-06,73,23,1,6
4152,Holger Badstuber,CB,1989-03-13,71,32,1,6
4153,Jack Hunt,"RWB, RB",1990-12-06,71,30,1,6
4154,Brian Alexis Ocampo Ferreira,"RW, LW, RM",1999-06-25,73,22,1,6
4155,Michael Morrison,CB,1988-03-03,71,33,1,6
4156,Germán Andrés Lanaro,CB,1986-03-21,71,35,1,6
4157,Paul Baysse,CB,1988-05-18,71,33,1,6
4158,Mateus Pasinato,GK,1992-06-28,71,29,1,6
4159,Floyd Ayité,"LM, RM, ST",1988-12-15,71,32,1,6
4160,酒井 髙徳,"LB, LM, RB",1991-03-14,71,30,1,6
4161,Irvin Cardona,"ST, RM, LM",1997-08-08,73,24,1,6
4162,Gianni Bruno,"RM, LM, ST",1991-08-19,71,30,1,6
4163,Jaine Stiven Barreiro Solis,CB,1994-06-19,72,27,1,6
4164,Viðar Örn Kjartansson,ST,1990-03-11,71,31,1,6
4165,Clayton Fábio Fildeiras Cachoeira,"CAM, CM",1996-02-29,71,25,1,6
4166,Gustavo Rafael Outomouro Tófoli,"ST, LM",1996-02-29,72,25,1,6
4167,Amir Abrashi,"CDM, CM",1990-03-27,71,31,1,6
4168,Bruno Uvini Bortolança,CB,1991-06-03,72,30,1,6
4169,Guillaume Gillet,"CDM, CM",1984-03-09,71,37,1,6
4170,Jon Ander Garrido Moracia,"CDM, CM",1989-10-09,71,31,1,6
4171,Mathías Sebastián Suárez Suárez,"RB, LB",1996-06-24,71,25,1,6
4172,Lazar Ranđelović,"RM, LM",1997-08-05,72,24,1,6
4173,Paulao Paulo Junqueiras Couto,ST,2000-02-29,71,21,1,6
4174,Arnór Sigurðsson,"CF, CAM, LM",1999-05-15,73,22,1,6
4175,Diego Ângelo de Oliveira,CB,1986-02-17,71,35,1,6
4176,Ola John,"LW, RW",1992-05-19,71,29,1,6
4177,Orestis Kiomourtzoglou,"CDM, CM",1998-05-07,73,23,1,6
4178,Daniel Martins Guimarães,GK,1987-04-18,71,34,1,6
4179,Ebenezer Ofori,"CM, CDM",1995-07-01,73,26,1,6
4180,Sebastiano Luperto,CB,1996-09-06,73,24,1,6
4181,Maurício de Carvalho António,CB,1992-02-06,72,29,1,6
4182,Hakan Özmert,"CM, CDM, CAM",1985-06-03,71,36,1,6
4183,Federico Javier Santander Mereles,ST,1991-06-04,71,30,1,6
4184,Renaud Emond,ST,1991-12-05,71,29,1,6
4185,Francisco Jiménez Tejada,ST,1986-06-26,71,35,1,6
4186,Bandar Mohammed Saeed Saleh Al Ahbabi,"RM, RB",1990-07-09,71,31,1,6
4187,Wesley Fofana,CB,2000-12-17,73,20,1,6
4188,Anthony Losilla,"CDM, CM, CB",1986-03-10,71,35,1,6
4189,Jack Byrne,"RW, CAM, RM",1996-04-24,73,25,1,6
4190,Pape Moussa Konaté,ST,1993-04-03,71,28,1,6
4191,Anthony D'Alberto,"RB, LB, CB",1994-10-13,71,26,1,6
4192,Marko Pajač,"LM, LB",1993-05-11,71,28,1,6
4193,Bengali-Fodé Koita,"ST, RM",1990-10-21,71,30,1,6
4194,Andrew Hughes,LB,1992-06-05,71,29,1,6
4195,José Ángel Pozo la Rosa,"CM, CAM, ST",1996-03-15,75,25,1,6
4196,Manuel Reina Rodríguez,GK,1985-04-01,71,36,1,6
4197,Vincent Julien Sasso,CB,1991-02-16,72,30,1,6
4198,Lucas Höler,"ST, CF",1994-07-10,73,27,1,6
4199,Rogério De Assis Silva Coutinho,"CAM, LM",1987-03-20,72,34,1,6
4200,Lucas Eduardo dos Santos João,"ST, LW",1993-09-04,72,27,1,6
4201,Bruno Ricardo Valdez Wilson,CB,1996-12-27,73,24,1,6
4202,Jean Butez,GK,1995-06-08,71,26,1,6
4203,Majeed Ashimeru,"CM, CDM",1997-10-10,73,23,1,6
4204,Pasquale Schiattarella,"CM, CDM",1987-05-30,72,34,1,6
4205,Frederik Sørensen,"CB, RB",1992-04-14,73,29,1,6
4206,Mauro Andrés Manotas Páez,ST,1995-07-15,73,26,1,6
4207,Sead Hakšabanovič,"LW, LM",1999-05-04,73,22,1,6
4208,Asier Riesgo Unamuno,GK,1983-10-06,71,37,1,6
4209,Jonathan Howson,"CM, CDM, CB",1988-05-21,71,33,1,6
4210,Javier Fabián Toledo,ST,1986-04-20,71,35,1,6
4211,Jeremy Dudziak,"CM, CDM, RB",1995-08-28,74,25,1,6
4212,Denis Linsmayer,"CDM, CM",1991-09-19,71,29,1,6
4213,"Adama ""Noss"" Traoré","RW, CM, CAM",1995-06-28,74,26,1,6
4214,Yassine Benrahou,CAM,1999-01-24,73,22,1,6
4215,Marcelo Moreno Martins,ST,1987-06-18,71,34,1,6
4216,Bakaye Dibassy,"CB, LB",1989-08-11,71,32,1,6
4217,Michaël Cuisance,CM,1999-08-16,75,22,1,6
4218,Mitchell Glenn Donald,"CAM, CDM, CM",1988-12-10,73,32,1,6
4219,Will Vaulks,"CDM, CM",1993-09-13,72,27,1,6
4220,Cheick Omar Traoré,"RB, RWB",1995-03-31,71,26,1,6
4221,Vital Manuel N'Simba,LB,1993-07-08,71,28,1,6
4222,Juan Pablo Álvarez,RM,1996-02-10,72,25,1,6
4223,Tomáš Hořava,"CM, CDM, CAM",1988-05-29,71,33,1,6
4224,Nick Powell,"CAM, CM",1994-03-23,73,27,1,6
4225,Darnell Furlong,"RB, CB",1995-10-31,71,25,1,6
4226,Carleto Adilson Costinha Caldeira,"CAM, ST, RM",1992-02-29,72,29,1,6
4227,Simone Iacoponi,"CB, RB",1987-04-30,72,34,1,6
4228,Javier Hernán García,GK,1987-01-29,71,34,1,6
4229,Charles Marcelo da Silva,GK,1994-02-04,71,27,1,6
4230,Carl Jenkinson,RB,1992-02-08,71,29,1,6
4231,Francesco Vicari,CB,1994-08-03,73,27,1,6
4232,Kasim Adams Nuhu,CB,1995-06-22,73,26,1,6
4233,Rick van Drongelen,CB,1998-12-20,73,22,1,6
4234,Fredrik Jensen,"CAM, RM, LM",1997-09-09,73,23,1,6
4235,Ewerton José Almeida Santos,CB,1989-03-23,71,32,1,6
4236,Alejandro Saúl Chumacero Bracamonte,"CM, RM",1991-04-22,71,30,1,6
4237,Raïs M'Bolhi Ouhab,GK,1986-04-25,71,35,1,6
4238,Yuri de Souza Fonseca,ST,1982-08-08,71,39,1,6
4239,Juan Cruz Álvaro Armada,"LB, LWB",1992-07-28,71,29,1,6
4240,Keiren Westwood,GK,1984-10-23,71,36,1,6
4241,汉超于,"LM, LW, RW",1987-02-25,71,34,1,6
4242,Kevin Bua,LM,1993-08-11,71,28,1,6
4243,Ricardo Jorge Vaz Tê,ST,1986-10-01,71,34,1,6
4244,Mohamed Fouzair,"RM, LM",1991-12-24,71,29,1,6
4245,Torgeir Børven,ST,1991-12-03,71,29,1,6
4246,Rafael Garcia Tonioli Defendi,GK,1983-12-22,71,37,1,6
4247,Stefan Schwab,"CDM, CM",1990-09-27,71,30,1,6
4248,Arturo Rafael Mina Meza,CB,1990-10-08,71,30,1,6
4249,Stefan Marinović,GK,1991-10-07,71,29,1,6
4250,Bakery Jatta,"RW, LM, LW",1998-06-06,73,23,1,6
4251,Fousseni Diabaté,"LM, RM, ST",1995-10-18,72,25,1,6
4252,Ivan Santini,ST,1989-05-21,71,32,1,6
4253,Romell Samir Quioto Robinson,"ST, LM, LW",1991-08-09,72,30,1,6
4254,Eduardo Antônio Machado Teixeira,"CM, CAM",1993-06-07,73,28,1,6
4255,Leart Paqarada,"LB, LWB",1994-10-08,72,26,1,6
4256,铃木 武藏,"CF, ST",1994-02-11,73,27,1,6
4257,Ante Palaversa,"CM, CDM, CAM",2000-04-06,74,21,1,6
4258,Hanno Behrens,"CM, CAM, CDM",1990-03-26,73,31,1,6
4259,Sebastian Jung,"RB, RM",1990-06-22,71,31,1,6
4260,Leke Samson James,ST,1992-11-01,72,28,1,6
4261,Thiago Claudnei Almeida Reis,"ST, RW, RM",1992-02-29,72,29,1,6
4262,Hamed Junior Traorè,"CAM, CM",2000-02-16,73,21,1,6
4263,Boško Šutalo,CB,2000-01-01,73,21,1,6
4264,Federico Marchetti,GK,1983-02-07,71,38,1,6
4265,Stole Dimitrievski,GK,1993-12-25,71,27,1,6
4266,Juan Pablo Añor Acosta,"RM, CM, CAM",1994-01-24,72,27,1,6
4267,Anastasios Donis,"ST, RM",1996-08-29,73,24,1,6
4268,Jérémy Doku,"RW, LW",2002-05-27,71,19,1,6
4269,Jordan Steeven Sierra Flores,"CM, CDM",1997-04-23,73,24,1,6
4270,Mauricio Ricardo Pinilla Ferreira,ST,1984-02-04,71,37,1,6
4271,Harry Arter,"CDM, CM",1989-12-28,71,31,1,6
4272,Douglas Pereira dos Santos,"RB, RM",1990-08-06,71,31,1,6
4273,Gabriel Alejandro Paletta,CB,1986-02-15,71,35,1,6
4274,John Boye,CB,1987-04-23,71,34,1,6
4275,Mark Gillespie,GK,1992-03-27,71,29,1,6
4276,Marc Stendera,"CM, CAM, CDM",1995-12-10,73,25,1,6
4277,Igor Plastun,CB,1990-08-20,71,31,1,6
4278,Martin Olsson,"LB, CB",1988-05-17,71,33,1,6
4279,윤빛가람 尹光河,"CM, LM",1990-05-07,71,31,1,6
4280,Bradley Guzan,GK,1984-09-09,71,36,1,6
4281,Anthony Ujah,ST,1990-10-14,71,30,1,6
4282,久保 裕也,"LW, RW, ST",1993-12-24,71,27,1,6
4283,Dillon Phillips,GK,1995-06-11,71,26,1,6
4284,Walter Elias Silvieiro Borges,ST,1992-02-29,71,29,1,6
4285,Óscar Francisco Jiménez Fabela,GK,1988-10-12,71,32,1,6
4286,Paolo Bartolomei,CM,1989-08-22,71,32,1,6
4287,Efrén Alexander Mera Moreira,"CAM, CM",1985-06-23,71,36,1,6
4288,Ernesto Torregrossa,ST,1992-06-28,71,29,1,6
4289,Prince Oniangué,"CDM, CM",1988-11-04,72,32,1,6
4290,Josué Durval da Feira Cunha,ST,1992-02-29,71,29,1,6
